name,website,phone,lat,lng,address,suburb,postcode
Tyreright Darwin,https://www.tyreright.com.au,889843450,-12.42621415,130.8931638,"1 Roni Ct, Winnellie NT 0820",Winnellie,0820
Tyrepower Gateshead,http://www.tyrepowergateshead.com.au/,249462698,-32.11267914,151.6542112,"7/18 Oakdale Rd, Gateshead NSW 2290",Gateshead,2290
Bears Tyrepower,http://www.bearstyrepower.com.au/,265555023,-32.16614254,152.4933438,"23 Pine Ave, Tuncurry NSW 2428",Tuncurry,2428
Tyrepower Campbelltown,https://www.tyrepowercampbelltownnsw.com.au/,246261900,-34.05872492,150.8128874,"51 Blaxland Rd, Campbelltown NSW 2560",Campbelltown,2560
Hervey Bay Tyrepower,https://tyrepowerherveybay.com.au/,741241116,-25.28657983,152.8310998,"Boat Harbour Drive, Cnr Beach Rd, Urraween QLD 4655",Cnr Beach Rd,4655
Tyrepower North Lakes,http://www.tyrepowernorthlakes.com.au/,731534136,-27.21632056,152.9967885,"105 Flinders Parade, North Lakes QLD 4509",North Lakes,4509
Jandakot Tyrepower,https://www.jandakottyrepower.com.au/,894149191,-32.12550355,115.8694558,"34/87 Armadale Rd, Jandakot WA 6164",Jandakot,6164
Transtate Tyres Belconnen,https://www.transtate.com.au/,262532244,-35.24116277,149.0575917,"2 Egan Ct, Belconnen ACT 2617",Belconnen,2617
Wheel Nation,https://wheelnation.com.au/,755966018,-27.99939758,153.3423067,"1/12 Hilldon Ct, Nerang QLD 4211",Nerang,4211
Pat's Tyre Service,http://www.patstyreservice.com.au/,259761300,-35.12224032,147.3838658,"12 Jones St, East Wagga Wagga NSW 2650",East Wagga Wagga,2650
Illawarra Tyrepower (Dapto),https://www.illawarratyrepower.com.au/,242619977,-34.49844667,150.7906777,"192 Princes Hwy, Dapto NSW 2530",Dapto,2530
Bridgestone Select Tyre & Auto,https://www.bridgestone.com.au,(03) 5925 7029,-38.2272503,145.0477884,"Factory 2/1002 Nepean Hwy, Mornington VIC 3931",Mornington,3931
Radke's Tyre & Auto,https://www.radkestyreandauto.com.au/,240104001,-32.78781221,151.7309768,"20 Giggins Rd, Heatherbrae NSW 2324",Heatherbrae,2324
East Coast Tyres Tuggerah,http://www.eastcoasttyreandauto.com/,243554692,-33.30617398,151.4194274,"92 Pacific Hwy, Tuggerah NSW 2259",Tuggerah,2259
DC 4X4 Lansvale,https://dc4x4.com.au/,02 9754 1795,-33.8960795,150.9590761,"24-26 Hollywood Drive, Lansvale 2166",Lansvale,2166
Hills Auto Elec And 4Wd,http://hillsautogroup.com.au/,01300 264 164,-34.0367788,150.7629955,"Unit 2/23-25 Bluett Drive, Smeaton Grange 2567",Smeaton Grange,2567
Batemans Bay Tyres,https://batemansbaytyres.com.au/,244725051,-35.71787474,150.1769065,"69 Princes Hwy, Batemans Bay 2536",Batemans Bay,2536
Kemps Tyres,,269422255,-34.63358136,148.0323585,"38 Parker Street, Cootamundra 2590",Cootamundra,2590
Biancos Automotive & Auto,http://biancosauto.wixsite.com/biancosauto,02 4244 5262,-34.4782884,150.8935495,"22/35 Five Islands Road, Port Kembla 2505",Port Kembla,2505
Rite Price Tyres,https://www.ritepricetyres.com.au/,02 4388 4321,-33.3290876,151.4276501,"1 Enterprise Drive, Berkley Vale 2261",Berkley Vale,2261
O'Neill's Tyres Maitland,https://oneillstyres.com/,02 4933 5977,-32.7456306,151.582937,"61 Melbourne Street, East Maitland 2323",East Maitland,2323
Bowral Tyrepower,https://www.bowraltyrepower.com.au/,02 4861 1355,-34.4755297,150.4179122,"41 Kirkham Road, Bowral 2576",Bowral,2576
O'Neill's Tyres Cessnock,https://www.oneillstyres.com.au/,249901455,-32.83055572,151.3585983,"256 Maitland Road, Cessnock 2325",Cessnock,2325
O'Neill's Tyres Gateshead,https://www.oneillstyres.com.au/,02 4943 3711,-32.989377,151.694115,"Cnr Nevin Close & Oakdale Road, Gateshead 2290",Gateshead,2290
Premium Tyre Service Dapto,http://www.premiumtyreservice.com.au/,02 4261 3233,-34.4958008,150.7923439,"144 Princes Hwy, Dapto Nsw 2530",Dapto Nsw,2530
Premium Tyre Service Huskisson,http://www.premiumtyreservice.com.au/,02 4443 8046,-35.0345764,150.6656646,"Cnr Woollamia Road And Tomerong St, Huskisson 2540",Huskisson,2540
Singh's Tyre & Mechanical Ballina,http://www.singhs.com.au/,266862299,-28.86583575,153.5498256,"327 River Street, Ballina 2478",Ballina,2478
Singh's Tyre & Mechanical Lismore,http://www.singhs.com.au/,266212594,-28.80622978,153.2804261,"68 Keen Street, Lismore 2480",Lismore,2480
Murphys Tyrepower Nowra,https://www.murphystyrepower.com.au/,02 4421 2311,-34.8722603,150.6024457,"71 North Street, Nowra 2540",Nowra,2540
Toronto Tyrepower,https://torontotyrepower.com.au/,02 4959 6326,-33.0109261,151.5940774,"126 Carey Street, Toronto 2283",Toronto,2283
Singh'S Tyre & Mechanical Kyogle,http://www.singhs.com.au/,07495 490044,51.8214689,-0.8140548,"48 Summerland Way, Kyogle 2474",Kyogle,2474
O'Neill's Tyres Rutherford,https://www.oneillstyres.com.au/,02 4932 7333,-32.7190145,151.5361145,"Aberglasslyn Rd, Rutherford 2320",Rutherford,2320
Dapto Tyrepower,https://www.illawarratyrepower.com.au/,02 4261 9977,-34.4986147,150.7906562,"192 Princes Highway, Dapto 2530",Dapto,2530
Newcastle Tyrepower,https://tyrepowernewcastle.com.au/,02 4961 1550,-32.9208686,151.7564698,"Cnr Railway & Throsby Streets, Wickham 2293",Wickham,2293
Kiama Tyrepower,https://www.illawarratyrepower.com.au/,02 4232 1336,-34.665141,150.848695,"Trade Centre 6/2 Brown Lane, Kiama 2533",Kiama,2533
Danic's Tyre & Auto Service,https://danics.com.au/,02 4257 9999,-34.5537896,150.7918955,"75 Princes Highway, Albion Park Rail 2527",Albion Park Rail,2527
Tyrepower Oak Flats,http://www.tyrepower.com.au/,02 4256 1747,-34.570438,150.819663,"Central Ave And Pioneer Drive, Oak Flats 2529",Oak Flats,2529
Wollongong City Tyrepower,https://www.illawarratyrepower.com.au/,02 4275 1134,-34.4662491,150.8739199,"59 Five Islands Road, Cringila 2502",Cringila,2502
Croydon Tyrepower,https://www.tyrepowercroydon.com.au/,03 9725 1511,-37.799245,145.2799582,"184 Mt Dandenong Road, Croydon 3136",Croydon,3136
Tread's Tyrepower Kincumber,https://treadstyrepower.com.au/,02 4363 1600,-33.4680604,151.3815949,"1/34 Avoca Drive, Kincumber 2251",Kincumber,2251
Tyrepower Glen Innes,http://www.tyrepowergleninnes.com.au/,02 6732 2825,-29.7325345,151.7383812,"200 Church Street, Glen Innes 2370",Glen Innes,2370
Figtree Tyrepower,https://www.illawarratyrepower.com.au/,02 4271 6000,-34.4396893,150.8564761,"110 Princes Highway, Figtree 2525",Figtree,2525
Bridgestone Fyshwick,https://www.bridgestone.com.au/stores/act/bridgestone-service-centre-fyshwick,02 6109 5048,-35.3243186,149.1734285,"96-98 Maryborogh Street, Fyshwick 2609",Fyshwick,2609
Tyrepower Orange,https://tyrepowerorange.com.au/,02 6361 8555,-33.277794,149.1075235,"74 William Street, Orange 2800",Orange,2800
Tyrepower Fairy Meadow,https://www.illawarratyrepower.com.au/,02 4288 0600,-34.3857982,150.8948085,"Cnr Princes Hwy & Florence St, Fairy Meadow 2159",Fairy Meadow,2159
Jax Tyres Nowra,https://www.jaxtyres.com.au/tyre-stores/nsw/nowra,02 4424 9057,-34.8867454,150.6002117,"169 Kinghorn Street, Norwa 2541",Norwa,2541
Penrith City Tyres,https://www.pcta.com.au/,02 4722 3655,-33.7537289,150.705257,"25-27 Henry Street, Penrith 2750",Penrith,2750
Tyrepower Tamworth,https://www.tyrepowertamworth.com.au/,02 5794 7920,-31.0872656,150.9100968,"79 Plain Street, Tamworth 2340",Tamworth,2340
Tyrepower Goulburn,https://www.goulburntyrepower.com.au/,02 4821 3622,-34.7549506,149.7216342,"217 Sloane Street, Goulburn 2580",Goulburn,2580
Tyre Torque Batemans Bay,http://www.tyretorque.com.au/,02 4472 6713,-35.7181878,150.1767168,"75 Princes Highway, Batemans Bay 2536",Batemans Bay,2536
Pats Tyres & More Wagga Wagga,http://www.patstyreservice.com.au/,02 6921 2598,-35.1229248,147.3837585,"12 Jones Street, Wagga Wagga 2650",Wagga Wagga,2650
JB Tyre Place Huskisson,https://jbtyreplace.com.au/,02 4441 8819,-35.029551,150.6616681,"3/4 Erina Road, Huskisson 2540",Huskisson,2540
NB Tyres Northern Beach Tyres,https://www.nbtyres.com.au/,02 9938 4413,-33.7626096,151.2778019,"1/24-26 Winbourne Road, Brookvale, New South Wales 2100",Brookvale,2100
Garage 76 Automotive Group,http://www.garage76.com.au/,02 6232 4062,-35.3546521,149.208375,"126 Gilmore Road, Queanbeyan 2620",Queanbeyan,2620
Coburg Tyre Service,,03 9354 8731,-37.725164,144.9510217,"206 Sussex St, Coburg 3058",Coburg,3058
KST Automotive,http://www.kstautomotive.com.au/,03 5941 2114,-38.0928611,145.4811401,"13/39 Commercial Drive, Pakenham 3810",Pakenham,3810
Bridgestone Mornington,https://www.bridgestone.com.au/stores/vic/bridgestone-select-mornington,03 5925 7029,-38.2278878,145.0477441,"Factory 2/1002 Nepean Hwy, Mornington 3931",Mornington,3931
Bridgestone Moorabin,https://www.bridgestone.com.au/stores/vic/bridgestone-select-moorabbin,03 9059 2324,-37.9375199,145.0670409,"626 South Road, Moorabbin 3189",Moorabbin,3189
Wheels Australia Wendouree,https://wheelsaustralia.com.au/,03 5339 5484,-37.5415366,143.8389558,"1009 Howitt Street, Wendouree 3355",Wendouree,3355
Tyre Master Albury,https://www.tyremasteralbury.com.au/,02 6041 2551,-36.0732969,146.9473541,"711 Drome St, Albury 2640",Albury,2640
PKN Performance,,0434 010 359,-37.8724873,148.0013494,"44-46 Whiters St, Lakes Entrance 3909",Lakes Entrance,3909
Carmody Tyre Service,http://carmodys.com.au/,03 5144 2625,-38.1100339,147.06806,"105-113 York Street, Sale 3850",Sale,3850
Widetread Tyre Stores,http://www.widetread.com.au,03 9758 9288,-37.892068,145.302395,"1158 Burwood Highway, Ferntree Gully 3156",Ferntree Gully,3156
Reservoir Tyrepower,https://www.tyrepowerreservoir.com.au/,03 9460 5593,-37.7146484,144.9872586,"273 Edwardes Street, Reservoir 3073",Reservoir,3073
Northern Tyrepower,https://www.tyrepower.com.au/,03 5872 1660,-35.9205883,145.6430242,"Lot 5 Colgan Street, Cobram 3644",Cobram,3644
Tucketts Tyrepower Hastings,https://www.tyrepowerhastings.com.au/,03 5979 3844,-38.3061119,145.1840268,"2079 Frankston Flinders Road, Hastings 3915",Hastings,3915
Rpm Tyrepower Eltham,https://www.elthamtyrepower.com.au/,03 9431 1195,-37.7186965,145.1400004,"24 Bridge Street, Eltham 3095",Eltham,3095
Tuckett's Tyrepower Cranbourne,https://www.cranbournetyrepower.com.au/,03 5996 7877,-38.0984581,145.2838552,"238 South Gippsland Highway, Cranbourne 3977",Cranbourne,3977
Borough Tyre Service Pty Ltd,https://www.boroughtyreservice.repcoservice.net/,03 5446 1500,-36.730278,144.2584954,"330 Eaglehawk Road, Eaglehawk 3556",Eaglehawk,3556
Jappo Donks & Cog Swappers,http://jappodonkstyres.com.au/,02 6056 2144,-36.1167105,146.8940678,"48 Hovell Street, Wodonga 3690",Wodonga,3690
Max Wilson Tyres & Batteries,,03 5452 1377,-35.7333275,143.9169486,"Cnr Nolan & Scoresby Streets, Kerang 3579",Kerang,3579
Motorsport Wheels & Tyres,http://www.mswt.com.au/,397933244,-38.00050576,145.2026038,"197 Greens Road, Dandenong South 3175",Dandenong South,3175
Tyrepower Diamond Creek,https://www.tyrepowerdiamondcreek.com.au/,03 9438 6677,-37.6730177,145.1569425,"17 Station Street, Diamond Creek 3089",Diamond Creek,3089
A1 Tyrepower Wangaratta,https://www.a1tyrepower.com.au/,03 5721 8488,-36.3576289,146.315836,"Cnr Roy & Norton Streets, Wangaratta 3677",Wangaratta,3677
Tyrepower Woori Yallock,https://www.tyrepowerwooriyallock.com.au/,03 5961 5366,-37.7832534,145.5419221,"1710 Warburton Highway, Woori Yallock 3139",Woori Yallock,3139
Jax Tyres Geelong,https://www.jaxtyres.com.au/tyre-stores/vic/geelong,03 5222 6255,-38.1523373,144.3578862,"256 Moorabool Street, Geelong 3220",Geelong,3220
Melton Tyrepower,https://www.tyrepowermelton.com.au/,03 9743 5592,-37.6848437,144.5972871,"146-148 High Street, Melton 3337",Melton,3337
Echuca Service Centre,https://www.echucaservicecentre.repcoservice.net/,03 5480 7150,-36.1399154,144.7286224,"1 Northern Highway, Echuca 3564",Echuca,3564
Trafalgar Tyre Service,http://www.trafalgartyreservice.com.au/,356331097,-38.20401697,146.1601574,"1101 Contour Road, Trafalgar 3824",Trafalgar,3824
Redcliffs Tyre Centre,https://www.tyreright.com.au/tyre-service-centres/tyreright-red-cliffs/,03 5024 1881,-34.303227,142.1856428,"2 Nardoo Street, Red Cliffs 3496",Red Cliffs,3496
Tyrepower Wodonga,https://www.tyrepowerwodonga.com.au/,02 6056 1500,-36.1202771,146.8806316,"3 Watson Street, Wodonga 3690",Wodonga,3690
Widetread Tyres Lilydale,https://lilydaletyres.com.au/,03 9735 0188,-37.7565214,145.3440896,"32 Main St Lilydale, Lilydale 3140",Lilydale,3140
Grampians Tyres Service,https://www.grampianstyreservice.com.au/,03 5572 2144,-37.7245104,141.9962814,"299 Coleraine Road, Hamilton 3300",Hamilton,3300
Tyre Magic,http://tyremagic.com.au/,03 9939 9364,-37.765113,144.830574,"145 Mcintyre Road, Sunshine North 3020",Sunshine North,3020
Tyrepower Morwell,http://www.tyrepowermorwell.com.au/,03 5134 1388,-38.2346359,146.4356456,"42 Vesta Drive, Morwell 3840",Morwell,3840
The Tyre Factory Melton,https://www.ttf.com.au/tyre-factory-melton-tyres-melton,03 9743 3005,-37.6923155,144.5990861,"23-25 Norton Drive, Melton 3337",Melton,3337
Tyrepower Traralgon,http://www.tyrepowertraralgon.com.au/,351762627,-38.18980166,146.5577126,"36 Mcmahon Street, Traralgon 3844",Traralgon,3844
Opposite Lock Cranbourne,https://oppositelock.com.au/ol/store/Cranbourne,03 8578 4044,-38.0995879,145.2836393,"226 South Gippsland Highway, Cranbourne 3977",Cranbourne,3977
Tyrepower Wallan,https://tyrepowerwallan.com.au/,03 5730 5105,-37.4114132,144.9799887,"102 High Street, Wallan 3756",Wallan,3756
Stylish Wheels,http://www.stylishwheels.com.au/,07 3208 7744,-27.62282,153.120494,"36 Moss Street, Slacks Creek 4127",Slacks Creek,4127
SNC Automotive,https://sncautomotive.au/,07 3205 4315,-27.3163883,152.9818945,"Leitchs Road, Brendale 4500",Brendale,4500
Jax Ipswich,https://www.jaxtyres.com.au/tyre-stores/qld/ipswich-west,07 3819 6757,-27.6160316,152.7514732,"222 Brisbane Street, West Ipswich 4305",West Ipswich,4305
Cane Country,https://www.goodyearautocare.com.au/,749453399,-20.40394462,148.5914037,"151 Main Street, Proserpine 4800",Proserpine,4800
Goodyear Auto Service Centre,https://www.goodyearautocare.com.au/,07 4061 1755,-17.5245635,146.0195394,"204 Edith Street, Innisfail 4860",Innisfail,4860
M & T Tyre Centre,https://www.autohero.com.au/tyres/lismore/m--t-tyre-centre-lismore/,266223441,-28.80848119,153.2805128,"131 Woodlark Street, Lismore 2480",Lismore,2480
Burdekin Tyre Service Pty Ltd,https://www.goodyearautocare.com.au/,07 4783 2500,-19.5993051,147.3936681,"Bruce Highway, Ayr 4807",Ayr,4807
Kirwan Tyres,https://www.tyresandmore.com.au/stores/townsville,747662616,-19.30001084,146.7358384,"182 Thuringowa Drive, Kirwan, Townsville 4817",Kirwan,4817
Central Tyre Service Atherton,http://www.centraltyreservice.com.au/,07 4091 1122,-17.2689366,145.4756783,"9 Robert Street, Atherton 4883",Atherton,4883
A O K Tyres,,07 5495 5433,-27.0849473,152.980977,"15 Aerodrome Road, Caboolture 4510",Caboolture,4510
Tyrecorner Bowen,https://www.bridgestone.com.au/stores/qld/bridgestone-service-centre-bowen,07 4786 4733,-20.013185,148.243784,"25 Gregory Street, Bowen 4805",Bowen,4805
Brennan's Tyrepower,http://homehill.tyrepowerstores.com.au/,07 4782 1166,-19.665846,147.417312,"41 Ninth Avenue, Home Hill 4806",Home Hill,4806
North 2 West Tyres & Wheels,http://www.north2westtyres.com/,07 4779 2525,-19.2651748,146.7758636,"277 Ingham Road, Garbutt 4814",Garbutt,4814
Ocean Tyres,http://oceantyres.com.au/,07 4851 1900,-23.8403481,151.2407708,"98 Hanson Road, Gladstone 4680",Gladstone,4680
Slacks Creek Tyrepower,https://www.tyrepowerslackscreek.com.au/,07 3208 1400,-27.622204,153.122149,"49 Moss Street, Slacks Creek 4127",Slacks Creek,4127
Cap Nitro Crew Wheels & Tyres,http://www.nitrocrew.com.au/,721404910,-27.52519732,153.1947291,"80 Redland Bay Rd, Capalaba 4157",Capalaba,4157
Ingham Tyre Centre,https://www.goodyearautocare.com.au/store-locator/goodyear-autocare-ingham/,747763666,-18.64587637,146.1614849,"1 Gardiner Street, Ingham 4850",Ingham,4850
Tully Tyre Service,https://www.tyreplus.com.au/tyre-shop/tully/tyreplus-tully,07 4068 1462,-17.9327736,145.9261193,"8 Richardson Street, Tully 4854",Tully,4854
Cardwell Automotive & Towing,https://cardwellautomotive.com.au/,07 4066 8618,-18.2532051,146.0060039,"55341 Bruce Highway, Cardwell 4849",Cardwell,4849
Tyrepower Mackay,https://www.tyrepowermackay.com.au/,07 4910 9599,-21.143585,149.1895955,"16 Gordon Street, Mackay 4740",Mackay,4740
Tyrepower Cairns,https://www.tyrepowercairns.com.au/,07 4051 0033,-16.9291808,145.7696432,"136 Spence Street, Parramatta Park 4870",Parramatta Park,4870
Dalby Tyres,https://dalbytyres.com.au/,07 4622 2566,-27.1742305,151.2469329,"1 Mcgahon Street, Dalby 4405",Dalby,4405
Tyrepower Hervey Bay,https://tyrepowerherveybay.com.au/,07 4124 1116,-25.2874917,152.8308638,"Cnr Beach Road & Boat Harbour Drive, Hervey Bay 4655",Hervey Bay,4655
Tyrepower Tweed Heads,https://www.tweedheadstyrepower.com.au/,07 5523 2525,-28.2074088,153.5357535,"1/60 Greenway Drive, Tweed Heads 2486",Tweed Heads,2486
Tyres And More,https://www.tyresandmore.com.au/stores/geebung,07 3532 5519,-27.3647024,153.0485158,"438 Newman Road, Geebung 4034",Geebung,4034
Ityres,https://www.ityres.net.au/,--,--,--,"50 Spine Street, Sumner Park 4074",Sumner Park,4074
Tyrepower Bundaberg,http://www.bundabergtyrepower.com.au/,07 4152 5555,-24.8642067,152.3570119,"2 Bourbong Bundaberg, Bundaberg 4670",Bundaberg,4670
Phat Wheels,https://www.phatwheels.com.au/,07 5453 7443,-26.659533,153.0419596,"40 Kerryl Street, Kunda Park 4556",Kunda Park,4556
Tyrepower Yeppoon,http://www.yeppoon.tyrepowerstores.com.au/,07 4938 3246,-23.1379957,150.7391802,"57 Tanby Road, Yeppoon 4703",Yeppoon,4703
Equipt 4x4,https://equipt4x4.com.au/,735397597,-27.07412913,152.9504307,"73 Beerburrum Road, Caboolture 4510",Caboolture,4510
Payless Tyres & Wheels,http://www.paylesstyreswheels.com.au/,755767775,-28.07528706,153.422432,"1/19 Dover Drive, Gold Coast 4220",Gold Coast,4220
Ezy Tyres,,0402 773 355,-34.7829816,138.6551826,"1579 Main North Road, Salisbury East 5109",Salisbury East,5109
Wheel And Tyre Kingdom,http://www.wheelandtyrekingdom.com.au/,08 8486 1052,-34.8486261,138.5970716,"168 Grand Junction Rd, Blair Athol 5084",Blair Athol,5084
City Discount Tyres Pooraka,http://www.citydiscounttyres.com.au/pooraka,08 8359 0101,-34.8124108,138.6290928,"1/1187 Main North Road, Cnr Research Rd, Pooraka 5095",Cnr Research Rd,5095
Trident Tyre Mt Gambier,https://www.tridenttyres.com.au/mount-gambier/,887257799,-37.82899218,140.779805,"14 Bay Road, Mt Gambier 5290",Mt Gambier,5290
Bridgestone Port Lincoln,https://www.bridgestone.com.au/stores/sa/bridgestone-service-centre-port-lincoln,08 7634 3909,-34.725018,135.865208,"110 Liverpool Street, Port Lincoln 5606",Port Lincoln,5606
Cluse Bros Edinburgh,https://www.clusebrostyrepower.com.au/,08 8252 8990,-34.7068159,138.6633839,"20 Peachey Road, Edinburgh 5111",Edinburgh,5111
Cluse Bros Gawler,https://www.tyrepowerparafield.com.au/,08 8522 3000,-34.6014646,138.7489886,"13 Julian Terrace, Gawler 5118",Gawler,5118
Cluse Bros Munno Para,https://www.tyrepowerparafield.com.au/,08 8284 2000,-34.6821032,138.6935507,"17-19 Main North Road, Smithfield 5114",Smithfield,5114
